3.585926988202805976e+00,-3.370823224014828590e+00
2.269641201043530732e+00,-1.730390620564498771e+00
3.523364839458299258e+00,-9.971256495041891377e-01
2.930867266719463071e+00,-9.229550905015961870e-01
3.057190255772393339e+00,-1.438028694217339476e+00
2.591990264367595831e+00,-3.073626889060812939e+00
2.949365441123262155e+00,-1.220878554080143452e+00
1.560658982195392230e+00,-1.518972905559882403e+00
2.677722944567300090e+00,-3.016592131127051601e+00
4.154432737445242552e+00,-1.956888723195215229e+00
