6.505561605661318580e+00,9.756420201984308704e+00,1.633153316480733253e+00
1.251139847796242144e+01,9.507678429776314388e+00,-4.974302144395676972e-01
1.327449477930331234e+01,1.562234842660286382e+01,-5.302471027762167832e-02
3.183524518020858007e+00,1.952167583981754717e+01,-4.760294007710272446e+00
4.444813162259066530e+00,1.350146149177856181e+01,-3.905750996087277827e+00
1.190771120564041041e+01,1.306258581088105686e+01,4.964340628569829938e+00
-6.675601310333816762e+00,1.535052956766020849e+01,4.771914124752909991e+00
8.367602140715136860e-01,6.049144062135847655e+00,-3.291700156580791514e+00
1.851278399176383260e+00,2.212785120500255776e+00,8.012526883697102420e+00
3.240921456113915688e+00,5.665226862799034535e+00,-1.137992126697040618e+01
-1.016514785089580286e+01,1.241072785710931647e+01,-3.978752874847506948e+00
-8.222851596511461025e+00,3.131930739301775013e+00,-7.205609974589808786e+00
9.638060612835849028e+00,9.950286345811075961e+00,1.020651076222054954e+01
1.081672129765356516e+01,9.087505759349953749e+00,-4.946593409957997345e+00
6.151016788595284446e+00,1.020784061769887074e+01,1.959086917765661795e+00
9.298489407173411436e+00,1.538132668635098987e+01,7.149584759535000167e+00
-7.534364352399811615e+00,1.723428352445613854e+01,-5.800050719322286774e+00
1.215352730358083910e+01,9.310633676590425623e+00,4.885001823438998692e+00
-8.673161928975993362e+00,4.954809887076869757e+00,-6.982085270865638016e+00
1.824229351641948327e-01,6.029682349479007719e+00,1.324053437464961469e+01
-9.883648274674815326e+00,1.666832993372182159e+01,-2.046216825174543175e+00
-3.624370112537757205e+00,2.064897588879373203e+01,6.971809735745281955e+00
1.176999539410876849e+01,2.060570052589023859e+01,6.482978967547762927e+00
4.193587701228931763e+00,1.493293252898533474e+01,5.983346801529246584e+00
8.306125671488342022e+00,4.922951685923834475e+00,-1.017425169813221508e+01
-7.924438560997704606e+00,1.871102144006104240e+01,5.981235553840213548e+00
3.731780319414699676e+00,2.218063795689087669e+01,-4.867654011988254759e+00
3.206551590005984664e+00,6.878680812813200873e+00,1.243970282941990035e+01
6.131095345422403753e+00,1.371290343387417643e+01,-9.087616500607260672e-01
2.519409658638422922e-01,6.369047829044267139e+00,6.345996644904040807e+00
-5.490192425451594360e+00,2.783990075322749114e+00,7.967560848969302612e+00
1.207484677367702552e+01,1.570470434694351169e+01,3.002270669486977628e+00
-6.962734970750093844e+00,1.385325769464329149e+01,-3.763601427820277401e+00
-9.548219156332649504e+00,5.792924656176511311e-01,1.882275768848507891e+00
-1.096945438817396301e+01,3.321984526454816677e+00,-5.288856857784497656e+00
5.855367005138072400e+00,1.215541776493779658e+01,2.619468283711365308e-02
3.320402224270110558e+00,-2.973252813532889505e-01,-2.209966816796668176e+00
6.548175515947709080e+00,1.350695287181423154e+01,1.992616215061433493e+00
-2.455506247089531691e+00,5.720733479158166546e+00,7.815685097942714599e+00
-3.728910701443457487e+00,1.740633940826472070e+01,-9.033983380546782627e+00
8.570932014374141872e+00,2.057280114378210456e+01,-8.023500178263871518e+00
-2.609328884115403646e+00,1.733989684943331966e+01,5.894465457600752245e+00
1.087146704783068252e+01,6.521294903286289468e+00,-3.077286665713929725e+00
-1.596753772865871612e+00,7.557661394569903379e+00,-1.075373171256616267e+01
4.301379035427168596e-01,2.402158253611446526e+00,-3.401757451144421296e+00
-8.216432414852507193e+00,5.159990840995329897e+00,-5.200268763959633667e+00
1.188646325273501070e+01,5.612073910069285354e+00,3.854246271150857162e+00
1.145435041335808179e+01,3.123379113156838915e-01,-2.722271643732639745e+00
8.918155515381250842e-01,8.892571075507017753e+00,-1.047879260845658678e+01
2.734208063470935368e-01,4.514421655624410334e+00,-5.384091782128151316e+00
