-9.134032535273101772e+00,1.147933502921135496e+00,-3.311034815519044550e+00
3.314960592398076278e-01,1.440679493273015233e+01,-4.278360560570535043e+00
1.159168901644330063e+01,3.276976194040363222e+00,5.128047368536599926e+00
1.899326083390655562e+00,1.093640650061524555e+00,-1.100894634583728404e+01
7.607963980161440709e-01,1.225871851162706960e+01,8.453721884770967421e+00
6.470580631695821872e+00,6.469198675853948810e-01,1.110552423498155861e+00
-9.505103225500702635e+00,3.204065418123710707e+00,-8.610603580411091418e-01
-1.020311321471757715e+01,3.388531221743848132e+00,-1.050978688396496441e+00
1.208845197073938493e+01,8.830487755762378654e+00,3.928060140772757780e+00
5.849027192957342081e+00,2.300054400381389141e-01,4.544364839466366601e-03
1.271244361954003921e+01,1.219277704391993566e+01,2.783057798061046917e+00
-6.063319250423205631e+00,4.063726256492374844e+00,-8.178939627275539692e+00
6.055198818813996020e+00,1.450226252284315187e+01,-8.855813512841129054e+00
-7.960656872090982716e+00,5.011994482545283347e+00,3.280661887869944504e+00
-9.510498971412621572e+00,2.878302256565766104e+00,-2.488725968386281906e+00
5.890327685915739409e+00,8.715790135794899030e+00,2.395607208483126804e+00
1.017900488022989691e+01,1.898969201450094735e+00,7.403580859560029204e+00
6.840455833354991411e-01,1.053879116115223624e+01,6.869594696007738754e+00
7.605095346647257060e+00,1.572124208478090779e+01,-9.438552263429111022e+00
-3.040752156907334136e+00,1.170893064500325842e+01,7.301666603070896322e+00
4.181892733251547867e+00,2.064203163233037586e+01,-9.994900505450079464e+00
-6.265399020123910034e+00,7.635395307179003943e+00,5.745927468786405257e+00
1.003294107046679606e+01,2.043532970404108084e+01,-6.137529900853687437e+00
9.424222460245290645e-01,1.717636881695771933e+01,8.160437927078433518e+00
5.610819347474513386e+00,1.812536951617859060e+01,8.258399413643364717e-01
1.231306701669552695e+01,1.676318451487956551e+01,-1.795751412578899364e+00
1.283550668731154154e+01,1.710311810681929501e+01,5.164224171475497727e-01
1.493798428912457954e+00,6.232493110925148905e+00,1.403351558444279412e+01
8.202148204185620628e+00,3.996408455581870633e+00,-8.695802890908122862e+00
6.227246330968537968e+00,1.153370789562000809e+01,-5.695259729359010148e-01
5.041664257831443230e+00,2.045756702869400456e+01,4.605716101410900265e+00
1.119383853526890071e+01,2.060867364412500891e+01,-6.170327675351023444e+00
-7.474513474560732007e+00,2.036069786932856829e+01,-7.674796104166654587e+00
6.367360564523916189e+00,1.211835680696189499e+01,1.922089425295273379e+00
1.207073004148582029e+01,1.634625987124720181e+00,-3.073478268773996547e+00
-7.225244123256812756e+00,5.405250795762892579e+00,5.288642086968403433e+00
-8.761881024165734999e+00,1.925797975379293536e+00,-5.382193896811712897e+00
1.194995653590190621e+01,1.519851598287222849e+01,-2.304422799470864369e+00
4.926530910869108659e+00,8.820685343377975940e+00,-9.793082073609797433e+00
-9.195751885702623696e+00,1.856979180414829145e+01,-1.403985973583490532e+00
-7.809481853320921374e+00,3.451164859667680940e+00,3.210372297326164137e+00
4.978499602723974071e+00,1.445638019591992318e+01,1.225473748381081940e+01
-9.527442027244484635e+00,1.961097373361763729e+01,-1.810704611932586472e-01
2.786321246771470861e+00,1.998155678159641235e+00,-4.411196086541460559e+00
1.288085826318299043e+00,1.175557254198721679e+01,1.356635989231467754e+01
2.733335312980767817e+00,1.173665560406457198e+00,7.173492033383768174e+00
4.845553343166676186e+00,1.058220553522506968e+01,-2.352761354943012417e+00
-8.996667984417232589e+00,1.212350640444335426e+01,1.506247068014461510e+00
-3.279633541361495763e-01,2.141558741988672576e+00,1.372862742700559657e+01
3.657213250488128287e-01,9.691134901742865182e+00,7.359796500466108782e+00
