-1.021469664892105023e+01,6.658097294056750215e+00
-9.930337388952596100e+00,6.939789375697259288e+00
-8.888243479787997003e+00,7.288528295574981719e+00
-9.629569578628023763e+00,7.844907706713717843e+00
-1.055851668671382093e+01,7.163309787480783619e+00
-9.117620906907523803e+00,6.663723002507865978e+00
-9.977883988995234432e+00,6.395705968614862513e+00
-1.075402932521425292e+01,7.643454699141251751e+00
-8.977648809107352079e+00,6.541666041239316165e+00
-8.233522903643230251e+00,6.704834944130548813e+00
-1.091659057339336769e+01,6.405651790910736665e+00
-1.031351755726766228e+01,8.042307953909022089e+00
-7.663659356598921057e+00,5.390288329226526898e+00
-1.047872528732956532e+01,7.901605675983628174e+00
-1.100300871538229508e+01,6.662012872217267123e+00
-1.073126677548500041e+01,6.730079469321776031e+00
-1.022947855658416749e+01,7.678235990580020598e+00
-1.007168938135191638e+01,6.774459886779641060e+00
-1.040615751407178458e+01,7.428386099931410413e+00
-9.451634113211376587e+00,6.652445295493469857e+00
-1.104893003173753385e+01,6.286783909697217787e+00
-8.752530752942890402e+00,7.396018183131785051e+00
-1.077311491610709737e+01,6.019703565069231210e+00
-1.028123105384675817e+01,7.319004240282645846e+00
-1.083832868352271639e+01,8.802643221942927809e+00
-9.937264950311696765e+00,5.997130142384575535e+00
-9.887142021316199347e+00,7.881073281821587173e+00
-8.104519311376275681e+00,8.864829763565420961e+00
-9.189344598357255478e+00,6.356634375383536373e+00
-9.863981291842891963e+00,5.551171402764186524e+00
-1.117760555346697338e+01,6.086874065701176839e+00
-8.597153831661014323e+00,5.735594799305033575e+00
-8.886309091394355875e+00,7.652496306900339107e+00
-8.682579861633898943e+00,5.851406243456702683e+00
-8.962822735253213935e+00,4.925876394590289920e+00
-9.657635491270017525e+00,6.902891194591685320e+00
-1.081241347271522280e+01,8.292218249101384941e+00
-8.834667114711468372e+00,8.014283727068201912e+00
-1.001442412755739575e+01,6.922916430893153006e+00
-9.618197266775956322e+00,8.025407678357854735e+00
-9.666270793271404926e+00,7.315951443092716389e+00
-8.559960173174635756e+00,8.222314671693213839e+00
-1.078128873196261495e+01,7.054274571943669692e+00
-9.585140684217245521e+00,7.455374470649476670e+00
-9.902078349114789901e+00,8.317374851418353643e+00
-9.938549810931975870e+00,6.704918685758097574e+00
-8.831956246037197644e+00,6.315528787027544055e+00
-1.111300846181962498e+01,7.528796567996888456e+00
-1.132666950453222832e+01,9.524729733778505292e+00
-9.147363340402971943e+00,8.455878725807869145e+00
-9.503546560024332734e+00,6.764590051506514712e+00
-9.449910570286652600e+00,7.711010981305006950e+00
-1.071522977912490227e+01,7.986607195181275820e+00
-9.322731949854109246e+00,6.564843949263225120e+00
-1.000545755560815664e+01,7.208135009956571082e+00
-9.985670685144372172e+00,8.013209169198651338e+00
-9.082056587655117141e+00,7.123438302266856148e+00
-1.088957543249999205e+01,7.923519082472471275e+00
-9.053487802935972439e+00,6.347645057243354927e+00
-8.874441817547980449e+00,6.491894633172024420e+00
-1.034349492954266658e+01,8.331367189881078161e+00
-9.065536435163192408e+00,6.581670587416837748e+00
-8.316533529780345546e+00,8.399788454987339392e+00
-9.315032108522554921e+00,7.729604279432481739e+00
-1.120188745654414220e+01,6.239055073095446602e+00
-9.334045903604211603e+00,7.474241223387262600e+00
-1.012204864053965103e+01,7.949277485547494138e+00
-8.740441756623475555e+00,7.536161837700586119e+00
-1.042352472079169345e+01,7.966476703539025372e+00
-7.816395211866614900e+00,7.651784654492983506e+00
-1.048099125066687876e+01,7.988638101013689763e+00
-8.401955646120429222e+00,7.719075726631697165e+00
-1.024832179844332458e+01,8.236308515867648339e+00
-1.006680267724729028e+01,5.738955646722258663e+00
-9.398575287382143983e+00,5.571693880592235359e+00
-1.003596839349180314e+01,7.599245936434082971e+00
-9.776892490569533578e+00,6.842621951780849088e+00
-9.570819576611594215e+00,4.179327440091039847e+00
-9.238273536090115812e+00,6.410720136445908324e+00
-8.601362792751800157e+00,7.525526174411726998e+00
-9.487257650671661935e+00,6.991582226052702076e+00
-1.108398185445894590e+01,7.177347931188047703e+00
-9.617487279042777004e+00,7.994827492866524388e+00
-9.848652341972876201e+00,7.624499203015659532e+00
-8.813119030207809956e+00,7.157218760531065982e+00
-9.908744488046815846e+00,7.237039650236916977e+00
-9.643205294870128341e+00,8.235173643851750214e+00
-9.794285502831852952e+00,6.961841277885477020e+00
-1.006567733789066743e+01,9.736528896679143230e+00
-9.446703697472171868e+00,7.037850775836512973e+00
-7.671310875408288155e+00,8.654275391432012299e+00
-9.677411044109046401e+00,7.356740950807403756e+00
-1.026258894163289348e+01,7.101768460125988724e+00
-8.905440810505595550e+00,7.935142899074818956e+00
-1.080487638315228871e+01,6.901586679094084964e+00
-7.421291941796871683e+00,8.341042609405052488e+00
-1.027145289502620606e+01,8.107636030854568077e+00
-1.026655994005032646e+01,5.829203419036685041e+00
-9.711212970045059123e+00,6.056020377586667891e+00
-1.144987136734897071e+01,6.647407150552157695e+00
